persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
newlywed,gemma,Gemma-2-27B,grounded_social,4,1,3,280.25357533620775,659.1264631696988,-267.78674376405024,62.36363636363637,92.1818181818182,9.272727272727272,newlywed,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0448606473749424,
nomad,gemma,Gemma-2-27B,grounded_social,0,1,3,-348.78235865290696,81.33811377401577,-325.08568557675596,26.363636363636363,71.45454545454545,6.0,nomad,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1182152232729449,
novelist,gemma,Gemma-2-27B,grounded_social,1,1,2,-243.73394358182364,-86.20147625089803,36.34238632762701,32.90909090909091,56.90909090909091,60.18181818181818,novelist,exact,True,Writers and Authors,27-3043,27-0000,high,Novelist is a writer/author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1510894638726529,
nutritionist,gemma,Gemma-2-27B,editorial,0,0,0,662.5716808775195,-96.46067656060656,-142.63322462889033,96.1818181818182,54.36363636363637,25.636363636363637,nutritionist,exact,True,Dietitians and Nutritionists,29-1031,29-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0408632799084646,
observer,gemma,Gemma-2-27B,procedural_professional,5,0,0,488.8724279711411,-264.61695951322696,96.32243239192132,76.18181818181819,23.09090909090909,69.63636363636364,observer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0195074742264166,
optimist,gemma,Gemma-2-27B,grounded_social,0,1,0,243.20684390926095,217.0355210383592,-297.67692578492483,59.81818181818182,77.63636363636364,7.454545454545454,optimist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0326346653810115,
oracle,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-894.1538760259896,-476.51361435156497,-106.70758595630882,6.0,2.727272727272727,33.27272727272727,oracle,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2290641967806221,
organizer,gemma,Gemma-2-27B,procedural_professional,5,0,0,613.9811888606939,-242.43441230943907,-55.38288020550925,89.27272727272727,26.0,39.45454545454545,organizer,broad,True,Project Management Specialists,13-1082,13-0000,low,Organizer is broad; project management is a rough proxy.,BLS OEWS national cross-industry estimates,May 2025,1066670.0,102320.0,110740.0,49.19,,13.880052204096962,11.535860436252724,0.037051340088121,
orphan,gemma,Gemma-2-27B,grounded_social,4,1,3,-121.75867695474412,497.49629977121754,-236.04106491992255,38.0,86.36363636363636,12.181818181818182,orphan,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1139562529584242,
pacifist,gemma,Gemma-2-27B,procedural_professional,0,1,0,247.6408424512723,-305.7106192758224,-218.3443310410871,60.90909090909091,15.090909090909092,15.090909090909092,pacifist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0286638738040857,
paramedic,gemma,Gemma-2-27B,procedural_professional,0,0,0,464.3109655819749,180.4051716917919,-51.02643599966997,74.72727272727273,76.54545454545455,41.63636363636363,paramedic,exact,True,Emergency Medical Technicians and Paramedics,29-2042,29-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,180510.0,44470.0,46830.0,21.38,,12.103541456882507,10.702570083504742,0.0033236317314867,
parasite,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-415.7970516811949,30.869232420388624,419.97561226892213,22.363636363636363,67.0909090909091,93.63636363636364,parasite,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.158956901113569,
parent,gemma,Gemma-2-27B,grounded_social,4,1,3,278.3607703832072,501.98257803392625,-296.3597023862524,62.0,87.45454545454545,7.818181818181818,parent,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0152573156562151,
patient,gemma,Gemma-2-27B,grounded_social,4,1,3,215.50863385162975,477.8230008009869,-230.63677867415583,57.63636363636363,84.9090909090909,13.636363636363637,patient,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0342782046652745,
peacekeeper,gemma,Gemma-2-27B,procedural_professional,0,0,0,454.98772277870574,-284.55943136009574,-180.9881703619537,73.63636363636364,18.0,20.90909090909091,peacekeeper,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0041071666830843,
perfectionist,gemma,Gemma-2-27B,procedural_professional,1,3,1,119.21961430853008,-112.92732405962391,476.85662085542,52.90909090909091,51.09090909090909,95.45454545454544,perfectionist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0483810536334246,
pharmacist,gemma,Gemma-2-27B,editorial,5,0,0,620.5701999288948,-94.9833300001424,-63.26980742487558,91.0909090909091,55.09090909090909,36.90909090909091,pharmacist,exact,True,Pharmacists,29-1051,29-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,321970.0,140910.0,140920.0,67.75,,12.682213652484302,11.85587666768915,0.036170341226547,
philosopher,gemma,Gemma-2-27B,procedural_professional,1,2,2,-167.78054650398326,-386.2696091052297,204.0439203276075,35.81818181818182,10.363636363636363,82.72727272727273,philosopher,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0979486700362793,
photographer,gemma,Gemma-2-27B,grounded_social,0,1,0,-107.38490712145882,-19.81177926839618,-49.1709405703725,38.72727272727273,63.81818181818182,42.36363636363637,photographer,exact,True,Photographers,27-4021,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1160747348575978,
physicist,gemma,Gemma-2-27B,procedural_professional,5,0,0,359.85955464089955,-187.48604072937135,162.8418580969999,67.45454545454545,36.54545454545455,79.81818181818181,physicist,exact,True,Physicists,19-2012,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,20430.0,172250.0,171180.0,82.81,,9.924759687811667,12.056702188875905,-0.0248736938215054,
pilgrim,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-752.5587553229162,-380.99649602384267,-295.10238524310654,10.727272727272728,10.727272727272728,8.181818181818182,pilgrim,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2020176168333352,
pilot,gemma,Gemma-2-27B,procedural_professional,5,0,0,476.41769315888575,43.338346738013186,10.673853076504862,75.45454545454545,68.54545454545455,54.36363636363637,pilot,close,True,Commercial Pilots,53-2012,53-0000,medium,Pilot is broad; commercial pilots is a concrete OEWS category.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0127474826542724,
pirate,gemma,Gemma-2-27B,trickster_chaos,4,6,3,-591.8164136587507,615.3870480620193,-217.58794269060263,18.0,91.45454545454544,15.454545454545457,pirate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2208209978375184,
planner,gemma,Gemma-2-27B,procedural_professional,5,0,0,666.9699684286519,-251.68695378574185,-53.54465548042946,96.54545454545456,24.90909090909091,40.18181818181818,planner,close,True,Urban and Regional Planners,19-3051,19-0000,medium,"Generic planner maps to urban/regional planners, but planning work is broader.",BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0457591541739792,
playwright,gemma,Gemma-2-27B,grounded_social,0,1,0,5.525667278541576,66.56222201724658,7.408606237203309,45.27272727272727,70.36363636363636,52.54545454545455,playwright,close,True,Writers and Authors,27-3043,27-0000,medium,Playwright is an author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1227795175167618,
podcaster,gemma,Gemma-2-27B,grounded_social,0,1,0,305.01897639028545,146.41661229787013,-106.81231260557313,63.81818181818182,75.0909090909091,32.90909090909091,podcaster,close,True,Broadcast Announcers and Radio Disc Jockeys,27-3011,27-0000,medium,Podcasting maps roughly to broadcast/on-air media work.,BLS OEWS national cross-industry estimates,May 2025,21240.0,47340.0,78720.0,22.76,,9.963641475355875,10.765110883067974,-0.0754333644203291,
poet,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-922.3897541456324,55.054724268351805,30.692818716565945,5.636363636363637,70.0,59.81818181818182,poet,close,True,Writers and Authors,27-3043,27-0000,medium,Poet is an author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.2600630122843306,
polymath,gemma,Gemma-2-27B,procedural_professional,5,0,0,143.6864605612284,-301.55717602639993,113.63362113858273,54.36363636363637,15.454545454545457,73.27272727272727,polymath,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0091549776566271,
pragmatist,gemma,Gemma-2-27B,procedural_professional,5,0,0,532.627800025748,79.82008975673466,43.29266283985439,80.54545454545455,71.0909090909091,61.27272727272727,pragmatist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0188043967187439,
predator,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-630.1767181566446,-108.91024551307422,251.62381284343272,15.454545454545457,52.18181818181818,86.0,predator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1787018872396897,
presenter,gemma,Gemma-2-27B,procedural_professional,0,1,0,345.70668627664116,85.59973177137313,-155.20289827068908,67.0909090909091,72.18181818181819,23.454545454545453,presenter,close,True,Broadcast Announcers and Radio Disc Jockeys,27-3011,27-0000,medium,Presenter maps roughly to broadcast announcers.,BLS OEWS national cross-industry estimates,May 2025,21240.0,47340.0,78720.0,22.76,,9.963641475355875,10.765110883067974,-0.0016625556817,
prey,gemma,Gemma-2-27B,grounded_social,3,6,2,-734.5458078558637,135.60713392372443,-41.09365372422556,12.545454545454543,74.72727272727273,45.63636363636363,prey,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1940157257275102,
prisoner,gemma,Gemma-2-27B,grounded_social,4,6,6,-251.80761501447563,813.3697385271466,-127.80337759293292,31.818181818181817,95.8181818181818,29.272727272727273,prisoner,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1189227973698651,
procrastinator,gemma,Gemma-2-27B,other,2,4,6,114.41780269592944,1348.6324963899292,225.17831044027616,52.54545454545455,99.8181818181818,84.54545454545455,procrastinator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0779402042171438,
prodigy,gemma,Gemma-2-27B,procedural_professional,5,0,0,55.90982000222301,-17.48574441825742,145.8073823059883,49.27272727272727,64.9090909090909,76.54545454545455,prodigy,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0762573973663139,
producer,gemma,Gemma-2-27B,procedural_professional,5,0,0,583.4781402000741,-96.7121572345182,-37.20900276365838,85.63636363636364,54.0,47.09090909090909,producer,exact,True,Producers and Directors,27-2012,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,143120.0,90360.0,113300.0,43.44,,11.8714387181826,11.41155697058194,-0.0041122649144917,
programmer,gemma,Gemma-2-27B,procedural_professional,5,0,0,540.3110559394821,-51.92237573238685,78.88882266978771,81.27272727272727,60.90909090909091,67.45454545454545,programmer,exact,True,Computer Programmers,15-1251,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0025640589870162,
proofreader,gemma,Gemma-2-27B,editorial,5,0,0,681.1112555693528,27.394141471438324,228.07032720984984,98.0,66.72727272727273,84.9090909090909,proofreader,exact,True,Proofreaders and Copy Markers,43-9081,43-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0381339724456227,
prophet,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-956.0557887034912,-393.580744504085,-9.125609654127365,3.8181818181818183,9.272727272727272,50.36363636363637,prophet,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2502975241595037,
provincial,gemma,Gemma-2-27B,grounded_social,6,6,3,-369.3203406157838,750.9030373537173,-498.136417856257,25.272727272727273,94.72727272727272,2.363636363636364,provincial,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1164185846438595,
provocateur,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-305.6909250342693,454.81091279861056,692.2234467638975,28.545454545454547,83.81818181818181,98.72727272727272,provocateur,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1674905603984499,
psychologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,574.5359268857536,-197.31453426250368,-56.14685358722309,85.27272727272727,33.27272727272727,39.09090909090909,psychologist,broad,True,"Psychologists, All Other",19-3039,19-0000,medium,Generic psychologist maps to all-other psychologists.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0227261219476845,
publisher,gemma,Gemma-2-27B,procedural_professional,5,0,0,555.758487308845,-189.6654174741255,-18.183074158284313,82.72727272727273,35.45454545454545,49.27272727272727,publisher,ambiguous,False,Public Relations Managers,11-2031,11-0000,low,Publisher can be executive/business owner/editorial function; no clean detailed OEWS match.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0104113655453231,
purist,gemma,Gemma-2-27B,procedural_professional,1,3,2,-369.8304344641402,-250.4200100314844,346.841140018969,24.90909090909091,25.636363636363637,91.0909090909091,purist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1054926193925199,
realist,gemma,Gemma-2-27B,procedural_professional,5,0,0,413.4637300467759,93.87135570347432,173.24181769319352,70.36363636363636,73.27272727272727,81.63636363636364,realist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0016607585553037,
rebel,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-327.8422074527373,493.543795204466,446.0292594643999,27.09090909090909,86.0,94.36363636363636,rebel,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1639135368703598,
recruiter,gemma,Gemma-2-27B,procedural_professional,5,0,0,609.0156351222074,-75.53515210276979,-44.73678411990517,87.81818181818181,58.0,43.81818181818182,recruiter,close,True,Human Resources Specialists,13-1071,13-0000,medium,Recruiter maps to HR specialists.,BLS OEWS national cross-industry estimates,May 2025,912430.0,75940.0,81990.0,36.51,,13.723866649167475,11.237698833785794,0.0143751713451163,
refugee,gemma,Gemma-2-27B,grounded_social,4,1,3,-223.06320984532528,166.7873282414793,-322.67930651449655,33.63636363636363,75.81818181818181,6.363636363636363,refugee,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0894148253600607,
reporter,gemma,Gemma-2-27B,procedural_professional,5,0,0,439.49430350317056,-44.07352851646967,42.554264160220136,72.54545454545455,62.0,60.90909090909091,reporter,exact,True,"News Analysts, Reporters, and Journalists",27-3023,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,39250.0,,102460.0,29.91,,10.577706723210554,,0.0030081410092854,
researcher,gemma,Gemma-2-27B,procedural_professional,5,0,0,638.1096491645872,-296.25899899166905,39.902879349003605,93.63636363636364,16.545454545454547,60.54545454545455,researcher,broad,True,"Social Scientists and Related Workers, All Other",19-3099,19-0000,low,Researcher is cross-occupational; broad social-science proxy used only cautiously.,BLS OEWS national cross-industry estimates,May 2025,37100.0,101110.0,107690.0,48.61,,10.521372248595526,11.523964312085445,0.0419891122231937,
retiree,gemma,Gemma-2-27B,grounded_social,4,1,3,62.22508074613386,575.8503690910735,-195.8410288078204,50.0,89.63636363636364,18.0,retiree,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0646995296405501,
